Layer Name,OBJECTID,Shape,ObservationURI,WellName,APINo,HeaderURI,OtherID,OtherName,BoreholeName,Label,Operator,LeaseOwner,LeaseNo,SpudDate,EndedDrillingDate,WellType,Status,CommodityOfInterest,StatusDate,Function,Production,Field,County,State,PLSS_Meridians,TWP,RGE,Section_,SectionPart,Parcel,UTM_E,UTM_N,UTMDatumZone,LatDegree,LongDegree,SRS,LocationUncertaintyStatement,DrillerTotalDepth,LengthUnits,WellboreShape,TrueVerticalDepth,ElevationGL,BitDiameterCollar,BitDiameterTD,DiameterUnits,Notes,MaximumRecordedTemperature,MeasuredTemperature,CorrectedTemperature,TemperatureUnits,TimeSinceCirculation,CirculationDuration,MeasurementProcedure,CorrectionType,DepthOfMeasurement,MeasurementDateTime,MeasurementFormation,MeasurementSource,CasingLogger,CasingBottomDepthDriller,CasingPipeDiameter,CasingWeight,CasingWeightUnits,CasingThickness,DrillingFluid,Salinity,MudResistivity,Density,FluidLevel,pH,Viscosity,FluidLoss,InformationSource
BoreholeTemperature (AZBoreholeTemperatures),1848,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0415/,C J Little 1 W DryMesa Nav,02-001-20113,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20113/,513,,,C J Little 1 W DryMesa Nav,"Little, Curtis J.",Navajo Tribal NOO-C-14-20-2193,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T40N,28E,9,NW NW,,,,NAD83 zone 12,36.89471581,-109.3522628,WGS 84,Located within 360meters. ,5990,ft,,,5837,,7.875,in,Nothing on topo or imagery (ERP). original measurment: 128 F. Converted to Centigrade.,,128,,F,8,,Maximum temperature as reported on well log.,,5989,1969-10-06T00:00:00,Precambrian quartzite,"Temperature reported on well Induction Electrical log, log number 0513IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FGM,,.93 at 128 F,9.2,,,66,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1847,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0416/,Merrion 3-03 Navajo,02-001-20114,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20114/,514,,,Merrion 3-03 Navajo,Merrion (Consolidated Oil and Gas),Navajo,,,,nil:missing,"Oil well, plugged abandoned",nil:missing,,nil:missing,nil:missing,East Boundary Butte,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,3,SW SW,,,,NAD83 zone 12,36.98226715,-109.3342713,WGS 84,Located within 390meters. ,4843,ft,,,5383,,7.875,in,Nothing on topo or imagery (ERP). original measurment: 106 F. Converted to Centigrade.,,106,,F,,,Maximum temperature as reported on well log.,,4833,1969-09-10T00:00:00,Pennsylvanian,"Temperature reported on well Acoustic Velocity log, log number 0514SL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,MUD - GEL,,2.00 at 106 F,9.1,,,59,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1846,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0417/,Merrion 3 Navajo,02-001-20115,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20115/,515,,,Merrion 3 Navajo,Merrion (Humble),Navajo,,,,nil:missing,Water disposal well (converted from oil well),nil:missing,,nil:missing,nil:missing,East Boundary Butte,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,4,SW SE,,,,NAD83 zone 12,36.9822458,-109.3414364,WGS 84,Located within 480meters. ,5000,ft,,,5400,,7.875,in,Nothing on topo or imagery (ERP). original measurment: 110 F. Converted to Centigrade.,,110,,F,4,,Maximum temperature as reported on well log.,,4999,1969-09-10T00:00:00,Pennsylvanian Akah,"Temperature reported on well Induction Electrical log, log number 0515IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FGM,,1.65 at 110 F,8.8,,10.5,40,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1845,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0418/,Republic Mineral 2X Navajo-E rentry 1,02-001-20116-0001,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20116-0001/,571,,,Republic Mineral 2X Navajo-E rentry 1,Republic Mineral,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Dineh Bi Keyah,APACHE,Arizona,Gila and Salt River Meridian,T36N,30E,19,SE SW,,,,NAD83 zone 12,36.50814937,-109.1586288,WGS 84,nil:missing,4436,ft,,,8620,,7.875,in,Well on topo; pt moved to match (ERP). original measurment: 92 F. Converted to Centigrade.,,92,,F,5,,Maximum temperature as reported on well log.,,4433,1971-11-04T00:00:00,Pennsylvanian Paradox,"Temperature reported on well Induction Electrical log, log number 0571IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FGM,,3.25 at 92 F,9.1,,9.5,41,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1841,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0499/,Dry Mesa 6 Navajo-138,02-001-20283,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20283/,852,,,Dry Mesa 6 Navajo-138,Dry Mesa (Monsanto),Navajo,,,,nil:missing,Shut in gas well,nil:missing,,nil:missing,nil:missing,Dry Mesa,APACHE,Arizona,Gila and Salt River Meridian,T40N,28E,2,NE SW,,,,NAD83 zone 12,36.90146642,-109.3110038,WGS 84,Located within 450meters. ,5525,ft,,,5697,,8.75,in,Nothing on topo or imagery (ERP). original measurment: 128 F. Converted to Centigrade.,,128,,F,8.5,,Maximum temperature as reported on well log.,,5534,1985-07-14T00:00:00,Devonian,"Temperature reported on well Sonic log, log number 0852SL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,Gel/ Chem,,.900 at 128 F,9.8,,12,42,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1838,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0505/,Chuska Energy Company 10 Black Rock,02-001-20292,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20292/,873,,,Chuska Energy Company 10 Black Rock,Chuska Energy Company,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Black Rock | Paradox,APACHE,Arizona,Gila and Salt River Meridian,T40N,29E,22,SE NE,,,,NAD83 zone 12,36.86323033,-109.2134162,WGS 84,nil:missing,6230,ft,,,6745,,7.875,in,Nothing on topo; imagery shows disturbed area (ERP). original measurment: 148 F. Converted to Centigrade.,,148,,F,6,,Maximum temperature as reported on well log.,,6227,1993-08-03T00:00:00,Mississippian,"Temperature reported on well Micro log, log number 0873ML, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,LSND,,2.753 at 148 F,9.4,,11,45,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1837,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0506/,Chuska Energy Company 12 Black Rock,02-001-20294,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20294/,875,,,Chuska Energy Company 12 Black Rock,Chuska Energy Company,Navajo,,,,nil:missing,Producing gas well,nil:missing,,nil:missing,nil:missing,Black Rock | Paradox,APACHE,Arizona,Gila and Salt River Meridian,T40N,29E,7,NW SW,,,,NAD83 zone 12,36.88659124,-109.2790605,WGS 84,nil:missing,5230,ft,,,5679,,7.875,in,Nothing on topo; imagery shows disturbed area. Well field (ERP). original measurment: 125 F. Converted to Centigrade.,,125,,F,4.5,,Maximum temperature as reported on well log.,,5218,1993-07-14T00:00:00,Mississippian,"Temperature reported on well Dual Laterolog, log number 0875DLL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,Dispersed,,1.62 at 125 F,9.3,,10.5,39,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1815,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0449/,Chuska 3 Black Rock (Monsanto C1),02-001-20162,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20162/,581,,,Chuska 3 Black Rock (Monsanto C1),Chuska (Cities Service),Navajo,,,,nil:missing,Producing gas well,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T40N,29E,16,SE NW,,,,NAD83 zone 12,36.87554988,-109.2402285,WGS 84,nil:missing,5741,ft,,,6092,,7.875,in,Well on topo; pt moved to match (ERP). original measurment: 121 F. Converted to Centigrade.,,121,,F,4,,Maximum temperature as reported on well log.,,5741,1972-06-21T00:00:00,Miss Thunder Springs?,"Temperature reported on well Borehole Compensated Sonic log, log number 0581BHCS, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FGM,,1.08 at 121 F,9.3,,9,44,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1814,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0450/,Dry Mesa 2 Navajo-O,02-001-20163,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20163/,582,,,Dry Mesa 2 Navajo-O,Dry Mesa (Clinton),Navajo,,,,nil:missing,"Salt water disposal well, plugged abanoned",nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,30E,23,NW SE,,,,NAD83 zone 12,36.94275475,-109.0903884,WGS 84,nil:missing,5845,ft,,,5180,,7.875,in,Well on topo (ERP). original measurment: 118 F. Converted to Centigrade.,,118,,F,4,,Maximum temperature as reported on well log.,,5804,1972-09-01T00:00:00,Pennsylvanian Molas,"Temperature reported on well Dual Induction Laterolog, log number 0582DILL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FGM,,.54 at 118 F,9.5,,9.5,53,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1803,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0221/,Cactus Drilling 1 Navajo Rock Point,02-001-05151,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05151/,305,,,Cactus Drilling 1 Navajo Rock Point,Cactus Drilling,Navajo 14-20-6603-8151,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T39N,26E,19,NW SW,,,,NAD83 zone 12,36.77142029,-109.5862889,WGS 84,nil:missing,6185,ft,,,5363,,7.875,in,Well on topo; pt moved to match (ERP). original measurment: 105 F. Converted to Centigrade.,,105,,F,3,,Maximum temperature as reported on well log.,,6004,1965-02-21T00:00:00,Precambrian quartzite,"Temperature reported on well Induction Electrical log, log number 0305IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FRESH - GEL - C -SA,,1.86 at 105 F,9.6,,8,52,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1802,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0304/,Pan American Petroleum 1 Tohlacon-Navajo,02-001-05301,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05301/,60,,,Pan American Petroleum 1 Tohlacon-Navajo,Pan American Pet.,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T40N,25E,11,NE SE,,,,NAD83 zone 12,36.88736261,-109.627788,WGS 84,nil:missing,6587,ft,,,5297,,8.75,in,Well on topo; pt moved to match (ERP).,,261,,F,,,Maximum temperature as reported on well log.,,5696,1958-11-12T00:00:00,unknown,"Temperature reported on well Induction Electrical log, log number 0060IEL-2, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,CHEM-GEL,,.83 at 127 F,10,,12,65,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1801,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0310/,Western States Petroleum 2 Navajo,02-001-05304,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05304/,138,,,Western States Petroleum 2 Navajo,Western States Pet.,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T40N,28E,17,NW NE,,,,NAD83 zone 12,36.8807194,-109.3617155,WGS 84,Located within 120meters. ,6328,ft,,,5752,,7.875,in,Likely disturbed area on imagery (ERP). original measurment: 115 F. Converted to Centigrade.,,115,,F,,,Maximum temperature as reported on well log.,,6322,1960-11-30T00:00:00,Precambrian quartzite,"Temperature reported on well Induction Electrical Log* log number 0138IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,CHEM - GEL,,1.4 at 115 F,9.8,,,52,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1777,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0311/,Dry Mesa 3 Navajo-138,02-001-05305,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05305/,115,,,Dry Mesa 3 Navajo-138,Dry Mesa (Monsanto),Navajo,,,,nil:missing,Producing gas well,nil:missing,,nil:missing,nil:missing,Dry Mesa,APACHE,Arizona,Gila and Salt River Meridian,T40N,28E,2,SW SE,,,,NAD83 zone 12,36.89843434,-109.308325,WGS 84,nil:missing,5398,ft,,,5674,,7.875,in,Oil well on topo; pt moved to match (ERP). original measurment: 118 F. Converted to Centigrade.,,118,,F,,,Maximum temperature as reported on well log.,,5324,1960-06-18T00:00:00,Miss Whitmore Wash,"Temperature reported on well Induction Electrical log, log number 0115IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,CHEM - GEL,,.77 at 118 F,10,,12,55,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1776,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0312/,Humble 2 Navajo,02-001-05307,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05307/,118,,,Humble 2 Navajo,Humble Oil & Rfng,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,East Boundary Butte,APACHE,Arizona,Gila and Salt River Meridian,T41N,28E,5,NW NE,,,,NAD83 zone 12,36.99417052,-109.3601849,WGS 84,Located within 430meters. ,6250,ft,,,5432,,6.75,in,Nothing on topo or imagery (ERP). original measurment: 118 F. Converted to Centigrade.,,118,,F,,,Maximum temperature as reported on well log.,,6234,1960-08-26T00:00:00,Mississippian,"Temperature reported on well Induction Electrical log, log number 0118IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,GEL,,1.5 at 118 F,9.6,,10,54,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1775,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0328/,Superior Oil 2 Navajo-H,02-001-05336,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05336/,46,,,Superior Oil 2 Navajo-H,Superior Oil,Navajo,,,,nil:missing,"Gas well, plugged abandoned",nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,30E,16,SW SW,,,,NAD83 zone 12,36.95336101,-109.1354675,WGS 84,nil:missing,6787,ft,,,5126,,9,in,Well on topo (ERP).,,126,,F,,,Maximum temperature as reported on well log.,,6142,1957-11-27T00:00:00,unknown,"Temperature reported on well Laterolog, log number 0046LATL-1, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,GYP BASE- OIL EMUL.,,.8 at 52 F,10.4,,7.2,75,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1774,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0329/,Superior Oil 2 Navajo-H,02-001-05336,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05336/,46,,,Superior Oil 2 Navajo-H,Superior Oil,Navajo,,,,nil:missing,"Gas well, plugged abandoned",nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,30E,16,SW SW,,,,NAD83 zone 12,36.95336101,-109.1354675,WGS 84,nil:missing,6787,ft,,,5126,,9,in,Well on topo (ERP).,,142,,F,,,Maximum temperature as reported on well log.,,6786,1957-12-23T00:00:00,Cambrian,"Temperature reported on well Micro Laterolog, log number 0046MLAT, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,STARCH,,.53 at 161 F,10.1,,7,72,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1771,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0332/,Walter Duncan 1 El Paso Navajo,02-001-05339,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05339/,299,,,Walter Duncan 1 El Paso Navajo,"Duncan, Walter",Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Bita Peak,APACHE,Arizona,Gila and Salt River Meridian,T41N,30E,13,SE SE,,,,NAD83 zone 12,36.95403536,-109.0677596,WGS 84,Located within 335meters. ,5387,ft,,,5031,,7.875,in,Nothing on topo or imagery (ERP). original measurment: 104 F. Converted to Centigrade.,,104,,F,3,,Maximum temperature as reported on well log.,,5396,1964-11-22T00:00:00,Pennsylvanian Akah,"Temperature reported on well Induction Electrical log, log number 0299IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FRESH - GEL -C-SA,,.7 at 104 F,9.7,,10.5,56,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1769,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0442/,Cities Service 1 Monsanto-Navajo B,02-001-20151,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20151/,566,,,Cities Service 1 Monsanto-Navajo B,Cities Service,Navajo 03-2399-01,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T40N,29E,27,SW NE,,,,NAD83 zone 12,36.84775059,-109.2188516,WGS 84,nil:missing,7135,ft,,,7274,,8.75,in,Well on topo; pt moved to match (ERP). original measurment: 124 F. Converted to Centigrade.,,124,,F,3,,Maximum temperature as reported on well log.,,7113,1971-11-27T00:00:00,Precambrian quartzite,"Temperature reported on well Borehole Compensated Sonic log, log number 0566BHCS, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FGM,,124 F,9,,9.5,50,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1768,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0488/,Mountain States Petroleum 25 Navajo,02-001-20249,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20249/,719,,,Mountain States Petroleum 25 Navajo,Mountain States Pet. (Kerr-McGee),Navajo,,,,nil:missing,Producing oil well,nil:missing,,nil:missing,nil:missing,Dineh Bi Keyah,APACHE,Arizona,Gila and Salt River Meridian,T36N,30E,31,NE NW,,,,NAD83 zone 12,36.48823306,-109.1578159,WGS 84,Located within 80meters. ,4024,ft,,,8498,,7.875,in,Nothing on topo; well field on imagery (ERP). original measurment: 112 F. Converted to Centigrade.,,112,,F,3,,Maximum temperature as reported on well log.,,4020,1981-09-09T00:00:00,Pennsylvanian Hermosa,"Temperature reported on well Compensated Formation Density log, log number 0719CDL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,FGM,,1.68 at 112 F,9.1,,9,46,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1767,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0508/,Harken Southwest 20 Navajo Black Rock,02-001-20297,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-20297/,882,,,Harken Southwest 20 Navajo Black Rock,Harken Southwest,Navajo,,,,nil:missing,Producing gas well,nil:missing,,nil:missing,nil:missing,Black Rock | Paradox,APACHE,Arizona,Gila and Salt River Meridian,T40N,29E,7,SE SE,,,,NAD83 zone 12,36.88566719,-109.2680264,WGS 84,nil:missing,5432,ft,,,5990,,7.875,in,Well on topo; two other wells nearby (ERP). original measurment: 133 F. Converted to Centigrade.,,133,,F,3,,Maximum temperature as reported on well log.,,5415,1995-05-15T00:00:00,Pennsylvanian Molas,"Temperature reported on well Spectral Density Dual Spaced Neutron log number 0882NFD, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,LSND,,.51 at 133 F,9.5,,11.5,34,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1759,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0223/,Bonanza Oil 1 Navajo,02-001-05153,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05153/,145,,,Bonanza Oil 1 Navajo,Bonanza Oil,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T40N,26E,30,NW NW,,,,NAD83 zone 12,36.85112455,-109.6049611,WGS 84,nil:missing,6503,ft,,,5334,,7.875,in,Well on topo; pt moved to match (ERP). original measurment: 116 F. Converted to Centigrade.,,116,,F,,,Maximum temperature as reported on well log.,,6502,1961-07-10T00:00:00,Precambrian metamorphic,"Temperature reported on well Induction Electrical Log* log number 0145IEL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,CHEM - GEL,,1.6 at 116 F,9.4,,9,50,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1755,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0238/,MacDonald Oil 1 Navajo,02-001-05164,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05164/,260,,,MacDonald Oil 1 Navajo,MacDonald Oil,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,26E,31,SW SW,,,,NAD83 zone 12,36.91006944,-109.6057857,WGS 84,nil:missing,6488,ft,,,5113,,7.875,in,Well on topo; pt moved to match (ERP). original measurment: 125 F. Converted to Centigrade.,,125,,F,,,Maximum temperature as reported on well log.,,6371,1963-12-14T00:00:00,Unknown,"Temperature reported on well Induction Electrical log, log number 0260IEL-1, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,CHEM - GEL,,1.6 at 125 F,9.2,,,60,,Arizona Geological Survey - 2012
BoreholeTemperature (AZBoreholeTemperatures),1754,,http://resources.usgin.org/uri-gin/azgs/bhtemp/0239/,MacDonald Oil 1 Navajo,02-001-05164,http://resources.usgin.org/uri-gin/azgs/well/api:02-001-05164/,260,,,MacDonald Oil 1 Navajo,MacDonald Oil,Navajo,,,,nil:missing,Dry Hole,nil:missing,,nil:missing,nil:missing,Wildcat,APACHE,Arizona,Gila and Salt River Meridian,T41N,26E,31,SW SW,,,,NAD83 zone 12,36.91006944,-109.6057857,WGS 84,nil:missing,6488,ft,,,5113,,7.875,in,Well on topo; pt moved to match (ERP). original measurment: 128 F. Converted to Centigrade.,,128,,F,,,Maximum temperature as reported on well log.,,6488,1963-12-17T00:00:00,Devonian Aneth,"Temperature reported on well Sonic Log-Gamma Ray with Caliper log number 0260SL, compiled by L. Musil and A. Mott.  QA/QC by S. M. Richard and C. Coleman 04-01-2011.",,,,,,,GYP BASE,,1.6 at 128 F,9.1,,9.8,60,,Arizona Geological Survey - 2012
